dteday,hr,weathersit,hum,windspeed,temp,atemp,cnt
2011-01-02,14,snowy,0.76,12.998,8.919999999999998,7.000999999999998,59
2011-01-02,15,snowy,0.81,11.0014,7.98,5.997799999999998,74
2011-01-02,16,snowy,0.71,11.0014,7.98,5.997799999999998,76
2011-01-02,17,clear,0.57,12.998,7.98,5.997799999999998,65
2011-01-02,18,cloudy,0.46,22.0028,8.919999999999998,5.997799999999998,53
2011-01-02,19,clear,0.42,30.002599999999997,7.040000000000001,3.0014000000000003,30
2011-01-02,20,clear,0.39,23.9994,6.1,1.9982000000000006,22
2011-01-02,21,clear,0.44,22.0028,4.220000000000001,-0.9982000000000006,31
2011-01-02,22,clear,0.44,19.999499999999998,3.2799999999999994,-2.0013999999999985,9
2011-01-02,23,clear,0.47,11.0014,2.34,-0.9982000000000006,8
2011-01-03,0,clear,0.44,23.9994,2.34,-2.998000000000001,5
2011-01-03,1,clear,0.44,27.999299999999998,1.4000000000000004,-4.997800000000002,2
2011-01-03,4,clear,0.47,26.0027,-0.47999999999999954,-6.9976,1
2011-01-03,5,clear,0.47,19.0012,-0.47999999999999954,-6.9976,3
2011-01-03,6,clear,0.5,26.0027,-1.419999999999999,-8.997399999999999,30
2011-01-03,7,clear,0.5,12.998,-1.419999999999999,-6.9976,64
2011-01-03,8,clear,0.5,19.0012,-1.419999999999999,-8.0008,154
2011-01-03,9,clear,0.43,26.0027,-0.47999999999999954,-6.9976,88
2011-01-03,10,clear,0.43,16.997899999999998,0.4599999999999991,-4.997800000000002,44
2011-01-03,11,clear,0.4,22.0028,1.4000000000000004,-4.001200000000001,51
2011-01-03,12,clear,0.35,19.999499999999998,2.34,-2.0013999999999985,61
2011-01-03,13,clear,0.35,19.0012,3.2799999999999994,-2.0013999999999985,61
2011-01-03,14,clear,0.3,19.0012,4.220000000000001,-0.0015999999999998238,77
2011-01-03,15,clear,0.3,16.997899999999998,4.220000000000001,-0.0015999999999998238,72
2011-01-03,16,clear,0.3,16.997899999999998,4.220000000000001,-0.0015999999999998238,76
2011-01-03,17,clear,0.3,15.001299999999999,3.2799999999999994,-0.9982000000000006,157
2011-01-03,18,clear,0.32,7.0015,3.2799999999999994,1.0015999999999998,157
2011-01-03,19,clear,0.47,0.0,1.4000000000000004,1.0015999999999998,110
2011-01-03,20,clear,0.47,7.0015,1.4000000000000004,-0.9982000000000006,52
2011-01-03,21,clear,0.64,8.9981,0.4599999999999991,-2.998000000000001,52
2011-01-03,22,clear,0.69,8.9981,-1.419999999999999,-6.0009999999999994,20
2011-01-03,23,clear,0.55,7.0015,0.4599999999999991,-2.0013999999999985,12
2011-01-04,0,clear,0.55,7.0015,-0.47999999999999954,-4.001200000000001,5
2011-01-04,1,clear,0.59,7.0015,-0.47999999999999954,-4.001200000000001,2
2011-01-04,2,clear,0.63,8.9981,-1.419999999999999,-6.0009999999999994,1
2011-01-04,4,clear,0.63,6.0032,-1.419999999999999,-4.001200000000001,2
2011-01-04,5,clear,0.68,7.0015,-2.3600000000000003,-6.0009999999999994,4
2011-01-04,6,clear,0.74,7.0015,-2.3600000000000003,-6.0009999999999994,36
2011-01-04,7,clear,0.74,8.9981,-2.3600000000000003,-6.0009999999999994,94
2011-01-04,8,clear,0.69,11.0014,-1.419999999999999,-6.0009999999999994,179
2011-01-04,9,clear,0.64,15.001299999999999,-0.47999999999999954,-6.0009999999999994,100
2011-01-04,10,cloudy,0.69,22.0028,-0.47999999999999954,-6.9976,42
2011-01-04,11,clear,0.51,19.999499999999998,2.34,-2.0013999999999985,57
2011-01-04,12,clear,0.51,11.0014,2.34,-0.9982000000000006,78
2011-01-04,13,clear,0.56,12.998,3.2799999999999994,-0.9982000000000006,97
2011-01-04,14,clear,0.52,15.001299999999999,4.220000000000001,1.0015999999999998,63
2011-01-04,15,clear,0.52,16.997899999999998,5.160000000000002,1.9982000000000006,65
2011-01-04,16,clear,0.49,16.997899999999998,6.1,3.0014000000000003,83
2011-01-04,17,clear,0.48,15.001299999999999,5.160000000000002,1.9982000000000006,212
2011-01-04,18,clear,0.48,12.998,4.220000000000001,1.0015999999999998,182
2011-01-04,19,clear,0.48,7.0015,3.2799999999999994,1.0015999999999998,112
2011-01-04,20,clear,0.48,7.0015,3.2799999999999994,1.0015999999999998,54
2011-01-04,21,clear,0.64,0.0,2.34,1.9982000000000006,48
2011-01-04,22,clear,0.64,6.0032,2.34,1.0015999999999998,35
2011-01-04,23,clear,0.69,6.0032,1.4000000000000004,-0.9982000000000006,11
2011-01-05,0,clear,0.64,0.0,1.4000000000000004,1.0015999999999998,6
2011-01-05,1,clear,0.74,6.0032,-0.47999999999999954,-2.998000000000001,6
2011-01-05,2,clear,0.74,6.0032,-0.47999999999999954,-2.998000000000001,2
2011-01-05,4,clear,0.48,15.001299999999999,3.2799999999999994,-0.9982000000000006,2
2011-01-05,5,clear,0.47,11.0014,2.34,-0.9982000000000006,3
2011-01-05,6,clear,0.47,15.001299999999999,1.4000000000000004,-2.998000000000001,33
2011-01-05,7,clear,0.43,12.998,0.4599999999999991,-4.001200000000001,88
2011-01-05,8,clear,0.4,19.999499999999998,1.4000000000000004,-4.001200000000001,195
2011-01-05,9,clear,0.37,22.0028,2.34,-2.998000000000001,115
2011-01-05,10,clear,0.37,22.0028,2.34,-2.998000000000001,57
2011-01-05,11,clear,0.33,22.0028,4.220000000000001,-0.9982000000000006,46
2011-01-05,12,clear,0.33,22.0028,4.220000000000001,-0.9982000000000006,79
2011-01-05,13,clear,0.3,19.999499999999998,5.160000000000002,1.0015999999999998,71
2011-01-05,14,clear,0.28,12.998,6.1,3.0014000000000003,62
2011-01-05,15,clear,0.28,12.998,6.1,3.0014000000000003,62
2011-01-05,16,clear,0.28,6.0032,6.1,5.001199999999997,89
2011-01-05,17,clear,0.38,12.998,3.2799999999999994,-0.9982000000000006,190
2011-01-05,18,clear,0.38,8.9981,3.2799999999999994,-0.0015999999999998238,169
2011-01-05,19,clear,0.38,7.0015,3.2799999999999994,1.0015999999999998,132
2011-01-05,20,clear,0.47,11.0014,2.34,-0.9982000000000006,89
2011-01-05,21,clear,0.51,12.998,1.4000000000000004,-2.998000000000001,43
2011-01-05,22,clear,0.55,8.9981,0.4599999999999991,-2.998000000000001,42
2011-01-05,23,clear,0.47,0.0,1.4000000000000004,1.0015999999999998,19
2011-01-06,0,clear,0.55,0.0,0.4599999999999991,-0.0015999999999998238,11
2011-01-06,1,clear,0.64,0.0,-0.47999999999999954,-0.9982000000000006,4
2011-01-06,2,clear,0.64,0.0,-0.47999999999999954,-0.9982000000000006,2
2011-01-06,4,cloudy,0.64,6.0032,-0.47999999999999954,-2.998000000000001,1
2011-01-06,5,cloudy,0.69,6.0032,-1.419999999999999,-4.001200000000001,4
2011-01-06,6,cloudy,0.63,7.0015,-1.419999999999999,-4.997800000000002,36
2011-01-06,7,cloudy,0.59,0.0,-0.47999999999999954,-0.9982000000000006,95
2011-01-06,8,clear,0.59,0.0,-0.47999999999999954,-0.9982000000000006,219
2011-01-06,9,cloudy,0.51,0.0,0.4599999999999991,-0.0015999999999998238,122
2011-01-06,10,clear,0.47,0.0,1.4000000000000004,1.0015999999999998,45
2011-01-06,11,clear,0.44,6.0032,2.34,1.0015999999999998,59
2011-01-06,12,clear,0.35,0.0,4.220000000000001,3.0014000000000003,84
2011-01-06,13,clear,0.35,7.0015,4.220000000000001,1.9982000000000006,67
2011-01-06,14,clear,0.36,11.0014,5.160000000000002,1.9982000000000006,70
2011-01-06,15,clear,0.36,0.0,5.160000000000002,1.9982000000000006,62
2011-01-06,16,clear,0.38,11.0014,4.220000000000001,1.0015999999999998,86
2011-01-06,17,clear,0.51,11.0014,2.34,-0.9982000000000006,172
2011-01-06,18,clear,0.51,8.9981,2.34,-0.9982000000000006,163
2011-01-06,19,clear,0.55,6.0032,2.34,1.0015999999999998,112
2011-01-06,20,clear,0.51,11.0014,1.4000000000000004,-2.0013999999999985,69
2011-01-06,21,cloudy,0.55,15.001299999999999,2.34,-2.0013999999999985,48
2011-01-06,22,cloudy,0.51,19.0012,2.34,-2.0013999999999985,52
2011-01-06,23,cloudy,0.59,12.998,1.4000000000000004,-2.998000000000001,23
2011-01-07,0,cloudy,0.64,12.998,1.4000000000000004,-2.998000000000001,17
2011-01-07,1,cloudy,0.69,15.001299999999999,1.4000000000000004,-2.998000000000001,7
2011-01-07,2,cloudy,0.69,15.001299999999999,1.4000000000000004,-2.998000000000001,1
2011-01-07,4,cloudy,0.69,8.9981,1.4000000000000004,-2.0013999999999985,1
2011-01-07,5,snowy,0.55,0.0,2.34,1.9982000000000006,5
2011-01-07,6,cloudy,0.69,0.0,1.4000000000000004,1.0015999999999998,34
2011-01-07,7,clear,0.69,8.9981,1.4000000000000004,-2.0013999999999985,84
2011-01-07,8,clear,0.51,16.997899999999998,1.4000000000000004,-2.998000000000001,210
2011-01-07,9,clear,0.47,19.999499999999998,1.4000000000000004,-4.001200000000001,134
2011-01-07,10,clear,0.37,22.0028,2.34,-2.998000000000001,63
2011-01-07,11,cloudy,0.4,15.001299999999999,1.4000000000000004,-2.998000000000001,67
2011-01-07,12,cloudy,0.37,16.997899999999998,1.4000000000000004,-2.998000000000001,59
2011-01-07,13,cloudy,0.37,19.0012,1.4000000000000004,-4.001200000000001,73
2011-01-07,14,cloudy,0.4,16.997899999999998,1.4000000000000004,-2.998000000000001,50
2011-01-07,15,cloudy,0.37,11.0014,1.4000000000000004,-2.0013999999999985,72
2011-01-07,16,cloudy,0.37,11.0014,1.4000000000000004,-2.0013999999999985,87
2011-01-07,17,cloudy,0.37,0.0,1.4000000000000004,1.0015999999999998,187
2011-01-07,18,clear,0.4,6.0032,1.4000000000000004,-0.9982000000000006,123
2011-01-07,19,clear,0.55,6.0032,-0.47999999999999954,-2.998000000000001,95
2011-01-07,20,clear,0.47,7.0015,0.4599999999999991,-2.0013999999999985,51
2011-01-07,21,clear,0.47,8.9981,0.4599999999999991,-2.998000000000001,39
2011-01-07,22,cloudy,0.43,11.0014,0.4599999999999991,-2.998000000000001,36
2011-01-07,23,cloudy,0.51,11.0014,0.4599999999999991,-2.998000000000001,15
2011-01-08,0,cloudy,0.51,11.0014,0.4599999999999991,-2.998000000000001,25
2011-01-08,1,cloudy,0.55,6.0032,0.4599999999999991,-2.0013999999999985,16
2011-01-08,2,cloudy,0.55,0.0,0.4599999999999991,-0.0015999999999998238,16
2011-01-08,3,snowy,0.55,11.0014,0.4599999999999991,-2.998000000000001,7
2011-01-08,4,snowy,0.55,11.0014,0.4599999999999991,-2.998000000000001,1
2011-01-08,5,cloudy,0.74,11.0014,-0.47999999999999954,-4.997800000000002,5
2011-01-08,6,cloudy,0.74,11.0014,-0.47999999999999954,-4.997800000000002,2
2011-01-08,7,cloudy,0.74,7.0015,-0.47999999999999954,-4.001200000000001,9
2011-01-08,8,snowy,0.93,7.0015,-0.47999999999999954,-4.001200000000001,15
2011-01-08,9,snowy,0.93,7.0015,-0.47999999999999954,-4.001200000000001,20
2011-01-08,10,cloudy,0.8,11.0014,0.4599999999999991,-2.998000000000001,61
2011-01-08,11,cloudy,0.69,26.0027,1.4000000000000004,-4.001200000000001,62
2011-01-08,12,cloudy,0.59,23.9994,1.4000000000000004,-4.001200000000001,98
2011-01-08,13,clear,0.44,22.0028,1.4000000000000004,-4.001200000000001,102
2011-01-08,14,clear,0.32,32.9975,1.4000000000000004,-4.997800000000002,95
2011-01-08,15,clear,0.32,30.002599999999997,1.4000000000000004,-4.997800000000002,74
2011-01-08,16,clear,0.29,30.002599999999997,0.4599999999999991,-6.9976,76
2011-01-08,17,clear,0.37,36.9974,-0.47999999999999954,-8.0008,69
2011-01-08,18,clear,0.39,19.999499999999998,-1.419999999999999,-8.0008,55
2011-01-08,19,clear,0.36,16.997899999999998,-1.419999999999999,-8.0008,30
2011-01-08,20,clear,0.36,16.997899999999998,-2.3600000000000003,-8.0008,28
2011-01-08,21,clear,0.39,23.9994,-2.3600000000000003,-8.997399999999999,37
2011-01-08,22,clear,0.36,26.0027,-2.3600000000000003,-8.997399999999999,34
2011-01-08,23,clear,0.39,30.002599999999997,-3.3,-12.000399999999999,22
2011-01-09,0,clear,0.42,26.0027,-3.3,-10.9972,25
2011-01-09,1,clear,0.42,31.0009,-3.3,-12.000399999999999,12
2011-01-09,2,clear,0.46,31.0009,-3.3,-12.000399999999999,11
2011-01-09,3,clear,0.46,27.999299999999998,-3.3,-10.9972,4
2011-01-09,4,clear,0.53,12.998,-4.24,-10.0006,1
2011-01-09,5,clear,0.53,12.998,-4.24,-10.0006,1
2011-01-09,6,clear,0.49,19.0012,-3.3,-10.0006,1
2011-01-09,7,clear,0.53,12.998,-4.24,-10.0006,6
2011-01-09,8,clear,0.49,19.0012,-3.3,-10.0006,10
2011-01-09,9,clear,0.46,35.0008,-2.3600000000000003,-10.9972,19
2011-01-09,10,clear,0.43,26.0027,-1.419999999999999,-8.997399999999999,49
2011-01-09,11,clear,0.4,35.0008,-0.47999999999999954,-8.0008,49
2011-01-09,12,clear,0.37,30.002599999999997,0.4599999999999991,-6.9976,83
2011-01-09,13,clear,0.34,30.002599999999997,1.4000000000000004,-4.997800000000002,75
2011-01-09,14,clear,0.32,31.0009,2.34,-4.001200000000001,72
2011-01-09,15,clear,0.35,23.9994,2.34,-2.998000000000001,82
2011-01-09,16,clear,0.34,30.002599999999997,1.4000000000000004,-4.997800000000002,92
2011-01-09,17,clear,0.37,26.0027,0.4599999999999991,-6.0009999999999994,62
2011-01-09,18,clear,0.4,22.0028,-0.47999999999999954,-6.9976,48
2011-01-09,19,clear,0.43,22.0028,-0.47999999999999954,-6.9976,41
2011-01-09,20,clear,0.46,16.997899999999998,-1.419999999999999,-8.0008,38
2011-01-09,21,clear,0.46,27.999299999999998,-1.419999999999999,-8.997399999999999,20
2011-01-09,22,clear,0.46,19.999499999999998,-1.419999999999999,-8.0008,15
2011-01-09,23,clear,0.5,12.998,-2.3600000000000003,-6.9976,6
2011-01-10,0,clear,0.5,19.0012,-2.3600000000000003,-8.0008,5
2011-01-10,1,clear,0.5,19.0012,-2.3600000000000003,-8.0008,1
2011-01-10,2,clear,0.5,15.001299999999999,-2.3600000000000003,-8.0008,3
2011-01-10,3,clear,0.5,15.001299999999999,-2.3600000000000003,-8.0008,1
2011-01-10,4,clear,0.54,8.9981,-3.3,-8.0008,3
2011-01-10,5,clear,0.54,16.997899999999998,-3.3,-8.997399999999999,3
2011-01-10,6,clear,0.5,19.0012,-2.3600000000000003,-8.0008,31
2011-01-10,7,clear,0.5,15.001299999999999,-2.3600000000000003,-8.0008,77
2011-01-10,8,cloudy,0.5,19.0012,-2.3600000000000003,-8.0008,188
2011-01-10,9,cloudy,0.5,16.997899999999998,-1.419999999999999,-8.0008,94
2011-01-10,10,cloudy,0.5,19.999499999999998,-1.419999999999999,-8.0008,31
2011-01-10,11,cloudy,0.47,19.0012,-0.47999999999999954,-6.9976,30
2011-01-10,12,cloudy,0.4,19.0012,1.4000000000000004,-4.001200000000001,52
2011-01-10,13,cloudy,0.4,19.0012,1.4000000000000004,-4.001200000000001,54
2011-01-10,14,cloudy,0.4,15.001299999999999,1.4000000000000004,-2.998000000000001,47
2011-01-10,15,cloudy,0.4,15.001299999999999,1.4000000000000004,-2.998000000000001,45
2011-01-10,16,clear,0.4,8.9981,1.4000000000000004,-2.0013999999999985,74
2011-01-10,17,clear,0.4,7.0015,1.4000000000000004,-0.9982000000000006,178
2011-01-10,18,clear,0.4,15.001299999999999,1.4000000000000004,-2.998000000000001,155
2011-01-10,19,clear,0.47,11.0014,-0.47999999999999954,-4.997800000000002,95
2011-01-10,20,clear,0.5,11.0014,-0.47999999999999954,-4.997800000000002,74
2011-01-10,21,clear,0.59,12.998,-1.419999999999999,-6.9976,38
2011-01-10,22,clear,0.59,11.0014,-1.419999999999999,-6.0009999999999994,24
2011-01-10,23,clear,0.59,11.0014,-1.419999999999999,-6.0009999999999994,18
2011-01-11,0,clear,0.59,7.0015,-1.419999999999999,-4.997800000000002,12
2011-01-11,1,clear,0.59,11.0014,-1.419999999999999,-6.0009999999999994,3
2011-01-11,2,cloudy,0.55,12.998,-0.47999999999999954,-6.0009999999999994,3
2011-01-11,5,cloudy,0.55,8.9981,-0.47999999999999954,-4.001200000000001,6
2011-01-11,6,cloudy,0.55,8.9981,-0.47999999999999954,-4.001200000000001,27
2011-01-11,7,cloudy,0.55,0.0,-0.47999999999999954,-0.9982000000000006,99
2011-01-11,8,cloudy,0.51,6.0032,0.4599999999999991,-2.0013999999999985,217
2011-01-11,9,cloudy,0.51,11.0014,0.4599999999999991,-2.998000000000001,130
2011-01-11,10,cloudy,0.51,11.0014,1.4000000000000004,-2.0013999999999985,54
2011-01-11,11,cloudy,0.47,8.9981,1.4000000000000004,-2.0013999999999985,35
2011-01-11,12,cloudy,0.51,7.0015,1.4000000000000004,-0.9982000000000006,57
2011-01-11,13,cloudy,0.59,6.0032,1.4000000000000004,-0.9982000000000006,52
2011-01-11,14,cloudy,0.59,6.0032,1.4000000000000004,-0.9982000000000006,63
2011-01-11,15,cloudy,0.8,6.0032,-0.47999999999999954,-2.998000000000001,47
2011-01-11,16,cloudy,0.86,15.001299999999999,-0.47999999999999954,-6.0009999999999994,76
2011-01-11,17,cloudy,0.86,15.001299999999999,-0.47999999999999954,-6.0009999999999994,136
2011-01-11,18,snowy,0.93,7.0015,-0.47999999999999954,-4.001200000000001,95
2011-01-11,19,snowy,0.93,0.0,-0.47999999999999954,-0.9982000000000006,51
2011-01-11,20,snowy,0.93,12.998,-0.47999999999999954,-6.0009999999999994,32
2011-01-11,21,snowy,0.86,6.0032,-0.47999999999999954,-2.998000000000001,20
2011-01-11,22,snowy,0.93,7.0015,-0.47999999999999954,-4.001200000000001,29
2011-01-11,23,snowy,0.93,6.0032,-0.47999999999999954,-2.998000000000001,19
2011-01-12,0,cloudy,0.86,6.0032,-0.47999999999999954,-2.998000000000001,7
2011-01-12,1,cloudy,0.86,7.0015,-0.47999999999999954,-4.001200000000001,6
2011-01-12,2,clear,0.86,8.9981,-1.419999999999999,-6.0009999999999994,1
2011-01-12,5,clear,0.86,11.0014,-1.419999999999999,-6.0009999999999994,5
2011-01-12,6,clear,0.93,8.9981,-2.3600000000000003,-6.0009999999999994,16
2011-01-12,7,clear,0.69,8.9981,-1.419999999999999,-6.0009999999999994,54
2011-01-12,8,clear,0.59,11.0014,-0.47999999999999954,-4.997800000000002,128
2011-01-12,9,clear,0.59,22.0028,-0.47999999999999954,-6.9976,81
2011-01-12,10,clear,0.55,15.001299999999999,0.4599999999999991,-4.001200000000001,39
2011-01-12,11,clear,0.51,26.0027,1.4000000000000004,-4.001200000000001,35
2011-01-12,12,clear,0.47,39.000699999999995,1.4000000000000004,-6.0009999999999994,55
2011-01-12,13,clear,0.44,23.9994,2.34,-2.998000000000001,49
2011-01-12,14,clear,0.47,22.0028,1.4000000000000004,-4.001200000000001,44
2011-01-12,15,clear,0.47,27.999299999999998,1.4000000000000004,-4.997800000000002,49
2011-01-12,16,clear,0.44,22.0028,2.34,-2.998000000000001,68
2011-01-12,17,clear,0.47,23.9994,1.4000000000000004,-4.001200000000001,139
2011-01-12,18,clear,0.47,35.0008,1.4000000000000004,-6.0009999999999994,137
2011-01-12,19,clear,0.47,27.999299999999998,0.4599999999999991,-6.0009999999999994,83
2011-01-12,20,clear,0.5,22.0028,-0.47999999999999954,-6.9976,56
2011-01-12,21,clear,0.55,22.0028,-0.47999999999999954,-6.9976,57
2011-01-12,22,clear,0.55,30.002599999999997,-0.47999999999999954,-8.0008,33
2011-01-12,23,clear,0.59,27.999299999999998,-1.419999999999999,-8.997399999999999,20
2011-01-13,0,clear,0.59,19.0012,-1.419999999999999,-8.0008,7
2011-01-13,1,clear,0.5,19.0012,-1.419999999999999,-8.0008,2
2011-01-13,2,clear,0.5,23.9994,-1.419999999999999,-8.0008,2
2011-01-13,3,clear,0.5,22.0028,-1.419999999999999,-8.0008,3
2011-01-13,4,clear,0.5,16.997899999999998,-1.419999999999999,-8.0008,4
2011-01-13,5,clear,0.5,19.999499999999998,-1.419999999999999,-8.0008,3
2011-01-13,6,clear,0.54,8.9981,-2.3600000000000003,-6.0009999999999994,28
2011-01-13,7,clear,0.54,8.9981,-2.3600000000000003,-6.0009999999999994,72
2011-01-13,8,clear,0.5,12.998,-1.419999999999999,-6.9976,202
2011-01-13,9,clear,0.5,22.0028,-1.419999999999999,-8.0008,139
2011-01-13,10,cloudy,0.5,23.9994,-0.47999999999999954,-6.9976,38
2011-01-13,11,cloudy,0.44,30.002599999999997,1.4000000000000004,-4.997800000000002,37
2011-01-13,12,clear,0.44,27.999299999999998,1.4000000000000004,-4.997800000000002,52
2011-01-13,13,clear,0.41,30.002599999999997,2.34,-2.998000000000001,83
2011-01-13,14,clear,0.41,26.0027,2.34,-2.998000000000001,42
2011-01-13,15,clear,0.38,19.999499999999998,3.2799999999999994,-2.0013999999999985,60
2011-01-13,16,clear,0.38,23.9994,3.2799999999999994,-2.0013999999999985,78
2011-01-13,17,clear,0.4,19.0012,1.4000000000000004,-4.001200000000001,162
2011-01-13,18,clear,0.4,22.0028,1.4000000000000004,-4.001200000000001,144
2011-01-13,19,clear,0.47,16.997899999999998,-0.47999999999999954,-6.0009999999999994,99
2011-01-13,20,clear,0.47,15.001299999999999,-0.47999999999999954,-6.0009999999999994,64
2011-01-13,21,clear,0.46,19.999499999999998,-1.419999999999999,-8.0008,40
2011-01-13,22,clear,0.46,22.0028,-1.419999999999999,-8.0008,30
2011-01-13,23,clear,0.5,12.998,-2.3600000000000003,-6.9976,15
2011-01-14,0,clear,0.5,12.998,-2.3600000000000003,-6.9976,14
2011-01-14,1,clear,0.54,11.0014,-3.3,-8.0008,5
2011-01-14,2,clear,0.54,8.9981,-3.3,-8.0008,1
2011-01-14,3,clear,0.54,7.0015,-3.3,-6.9976,1
2011-01-14,5,clear,0.54,6.0032,-3.3,-6.9976,8
2011-01-14,6,clear,0.54,0.0,-3.3,-4.001200000000001,17
2011-01-14,7,clear,0.74,11.0014,-3.3,-8.0008,70
2011-01-14,8,clear,0.68,0.0,-2.3600000000000003,-4.997800000000002,158
2011-01-14,9,clear,0.69,8.9981,-1.419999999999999,-6.0009999999999994,117
2011-01-14,10,clear,0.55,12.998,0.4599999999999991,-4.001200000000001,44
2011-01-14,11,clear,0.51,19.0012,0.4599999999999991,-4.997800000000002,53
2011-01-14,12,clear,0.44,16.997899999999998,1.4000000000000004,-2.998000000000001,61
2011-01-14,13,clear,0.37,26.0027,2.34,-2.998000000000001,77
2011-01-14,14,clear,0.41,19.0012,2.34,-2.0013999999999985,64
2011-01-14,15,clear,0.38,11.0014,3.2799999999999994,-0.0015999999999998238,68
2011-01-14,16,clear,0.41,7.0015,2.34,-0.0015999999999998238,90
2011-01-14,17,clear,0.41,11.0014,2.34,-0.9982000000000006,159
2011-01-14,18,clear,0.47,0.0,1.4000000000000004,1.0015999999999998,139
2011-01-14,19,clear,0.59,6.0032,-0.47999999999999954,-2.998000000000001,92
2011-01-14,20,clear,0.59,0.0,0.4599999999999991,-0.0015999999999998238,68
2011-01-14,21,clear,0.69,0.0,-0.47999999999999954,-0.9982000000000006,52
2011-01-14,22,cloudy,0.69,0.0,-0.47999999999999954,-0.9982000000000006,36
2011-01-14,23,cloudy,0.55,0.0,0.4599999999999991,-0.0015999999999998238,27
2011-01-15,0,clear,0.55,0.0,0.4599999999999991,-0.0015999999999998238,28
2011-01-15,1,cloudy,0.59,6.0032,-0.47999999999999954,-2.998000000000001,20
2011-01-15,2,cloudy,0.59,6.0032,-0.47999999999999954,-2.998000000000001,12
2011-01-15,3,cloudy,0.59,0.0,-0.47999999999999954,-0.9982000000000006,8
2011-01-15,4,cloudy,0.59,0.0,-0.47999999999999954,-0.9982000000000006,5
2011-01-15,5,clear,0.59,0.0,-0.47999999999999954,-0.9982000000000006,1
2011-01-15,6,clear,0.63,7.0015,-1.419999999999999,-4.997800000000002,3
2011-01-15,7,clear,0.63,0.0,-1.419999999999999,-2.0013999999999985,10
2011-01-15,8,clear,0.63,8.9981,-1.419999999999999,-6.0009999999999994,23
2011-01-15,9,clear,0.64,8.9981,-0.47999999999999954,-4.001200000000001,33
2011-01-15,10,clear,0.59,11.0014,0.4599999999999991,-2.998000000000001,59
2011-01-15,11,clear,0.55,15.001299999999999,1.4000000000000004,-2.998000000000001,72
2011-01-15,12,clear,0.48,15.001299999999999,3.2799999999999994,-0.9982000000000006,89
2011-01-15,13,clear,0.38,19.999499999999998,5.160000000000002,1.0015999999999998,101
2011-01-15,14,clear,0.39,19.0012,6.1,3.0014000000000003,118
2011-01-15,15,cloudy,0.36,12.998,7.040000000000001,5.001199999999997,129
